,State,County,Votes_Norm,Trump_Votes,Hillary_Votes,Independent_Votes,Total_Votes,Trump_Perc,Hillary_Perc,Independent_Perc,Rank,Population,latitude,longitude,distance_100000,distance_300000,distance_500000,distance_1000000,Angle,Angle_Rad,Angle_Deg
911.0,KS,Meade County,0.707,1390,206,79,1675,83.0,12.3,4.7,2874.0,4396.0,37.25341333,-100.3209567,258.7991581,258.7991581,258.7991581,561.9113254,45.0086516628,-0.7855491634,-45.0086516628
912.0,KS,Miami County,0.401,9839,3949,924,14712,66.9,26.8,6.2,1368.0,32612.0,38.57927817,-94.81373533,32.92068671,32.92068671,32.92068671,402.5508185,66.3592917972,-1.15818813115,-66.3592917972
913.0,KS,Mitchell County,0.619,2216,469,139,2824,78.5,16.6,4.9,2735.0,6355.0,39.40096733,-98.24088333,199.1989832,201.7357963,201.7357963,702.0331194,51.7568541056,-0.903327514616,-51.7568541056
914.0,KS,Montgomery County,0.508,8466,2557,600,11623,72.8,22.0,5.2,1313.0,34459.0,37.1432522,-95.7828621,114.9406677,114.9406677,114.9406677,491.108246,-59.4692976613,1.03793504804,59.4692976613
915.0,KS,Morris County,0.469,1790,586,192,2568,69.7,22.8,7.4,2777.0,5854.0,38.7107052,-96.6742974,83.45208961,131.6548719,131.6548719,564.0523842,62.0305960668,-1.08263813834,-62.0305960668
916.0,KS,Morton County,0.711,970,145,45,1160,83.6,12.5,3.9,2964.0,3169.0,37.092142,-101.766804,180.3892368,180.3892368,180.3892368,624.7695702,-44.6836635728,0.779877051199,44.6836635728
917.0,KS,Nemaha County,0.667,4066,714,245,5025,80.9,14.2,4.8,2431.0,10132.0,39.775468,-95.96177533,87.18548666,138.1648161,138.1648161,514.1760969,48.1640565251,0.840621367479,48.1640565251
918.0,KS,Neosho County,0.468,4340,1464,347,6151,70.6,23.8,5.7,2018.0,16406.0,37.56042367,-95.31685467,95.6745229,151.2453847,151.2453847,544.8600154,-62.0954496633,-1.08377004713,-62.0954496633
919.0,KS,Ness County,0.736,1216,160,59,1435,84.7,11.1,4.1,2973.0,3068.0,38.5317116,-99.9235704,236.2010099,236.2010099,236.2010099,673.7973724,42.6082175298,-0.743653684301,-42.6082175298
920.0,KS,Norton County,0.7,1808,277,105,2190,82.6,12.6,4.8,2796.0,5612.0,39.7785125,-99.8772575,292.156844,301.8749897,301.8749897,780.7393776,45.5729959992,-0.795398830184,-45.5729959992
921.0,KS,Osage County,0.433,4713,1730,451,6894,68.4,25.1,6.5,2035.0,16142.0,38.67216833,-95.65919944,38.26696386,73.19773903,73.19773903,475.8400196,64.3419011066,-1.1229780213,-64.3419011066
922.0,KS,Osborne County,0.688,1437,231,85,1753,82.0,13.2,4.9,2920.0,3806.0,39.4050292,-98.797956,223.471542,223.471542,223.471542,738.9790997,46.5280006885,-0.812066806385,-46.5280006885
923.0,KS,Ottawa County,0.641,2261,424,181,2866,78.9,14.8,6.3,2755.0,6072.0,39.11644225,-97.67671825,159.1925437,159.1925437,159.1925437,651.5360923,-50.1335725409,0.874995906627,50.1335725409
924.0,KS,Pawnee County,0.501,1872,567,163,2602,71.9,21.8,6.3,2691.0,6928.0,38.15179875,-99.2836575,169.2381871,169.2381871,169.2381871,615.0008467,59.93381845,1.04604246524,59.93381845
925.0,KS,Phillips County,0.73,2200,296,115,2611,84.3,11.3,4.4,2804.0,5519.0,39.7351745,-99.345414,252.6771468,280.3397634,280.3397634,755.9545646,43.1136059459,0.752474376163,43.1136059459
926.0,KS,Pottawatomie County,0.507,7451,2191,717,10359,71.9,21.2,6.9,1719.0,22302.0,39.36309075,-96.32227917,61.15660493,137.8447415,137.8447415,537.102485,59.5357929544,-1.03909560984,-59.5357929544
927.0,KS,Pratt County,0.54,2824,769,213,3806,74.2,20.2,5.6,2457.0,9728.0,37.6639304,-98.7967438,119.0466672,119.0466672,119.0466672,550.800724,-57.3163611537,1.00035921739,57.3163611537
928.0,KS,Rawlins County,0.725,1209,160,79,1448,83.5,11.0,5.5,3003.0,2560.0,39.82618125,-101.0681318,221.8578232,221.8578232,221.8578232,845.0703967,-43.5311521674,0.759761932507,43.5311521674
929.0,KS,Reno County,0.36,15100,6670,1678,23448,64.4,28.4,7.2,817.0,64438.0,37.96169677,-98.03469923,59.6251772,59.6251772,59.6251772,569.9605174,-68.8998039759,1.20252843336,68.8998039759
930.0,KS,Republic County,0.653,1993,370,121,2484,80.2,14.9,4.9,2848.0,4858.0,39.82312922,-97.57366667,126.5996902,199.2782292,199.2782292,650.7477702,49.2318272337,-0.859257482002,-49.2318272337
931.0,KS,Rice County,0.556,2652,668,247,3567,74.3,18.7,6.9,2445.0,9985.0,38.3336275,-98.24660575,99.83373529,99.83373529,99.83373529,613.4650318,56.2203800494,-0.981230738585,-56.2203800494
932.0,KS,Riley County,0.045,9817,8892,1766,20475,47.9,43.4,8.6,724.0,75508.0,39.298448,-96.7503196,89.47226729,170.4324176,170.4324176,573.0478527,87.4208189484,1.52578112544,87.4208189484
933.0,KS,Rooks County,0.726,1999,273,106,2378,84.1,11.5,4.4,2824.0,5223.0,39.325479,-99.335225,244.7604634,244.7604634,244.7604634,741.0978767,43.4479002697,0.758308912784,43.4479002697
934.0,KS,Rush County,0.645,1177,227,70,1474,79.9,15.4,4.8,2959.0,3220.0,38.54160763,-99.31889225,189.1557514,189.1557514,189.1557514,657.1641021,-49.8343245307,-0.869773043568,-49.8343245307
935.0,KS,Russell County,0.664,2544,454,150,3148,80.8,14.4,4.8,2690.0,6946.0,38.960743,-98.7972655,183.5876495,183.5876495,183.5876495,690.681844,-48.3943462161,0.844640680821,48.3943462161
936.0,KS,Saline County,0.343,13367,6084,1755,21206,63.0,28.7,8.3,903.0,55988.0,38.76729317,-97.64769,120.4497426,120.4497426,120.4497426,648.5522793,69.9402439494,1.22068753656,69.9402439494
937.0,KS,Scott County,0.742,1832,232,95,2159,84.9,10.7,4.4,2842.0,4937.0,38.482307,-100.906427,175.309876,175.309876,175.309876,705.8199858,42.0979352882,-0.734747579071,-42.0979352882
938.0,KS,Sedgwick County,0.192,101319,66716,12715,180750,56.1,36.9,7.0,129.0,503889.0,37.69369172,-97.44773283,0.0,0.0,0.0,535.9834107,-78.9304750266,1.37759666938,78.9304750266
939.0,KS,Seward County,0.324,3025,1491,227,4743,63.8,31.4,4.8,1661.0,23547.0,37.12373,-100.787605,234.6844662,237.4367096,237.4367096,572.5377359,71.0949986971,-1.24084180897,-71.0949986971
940.0,KS,Shawnee County,0.028,35349,33270,5029,73648,48.0,45.2,6.8,352.0,178991.0,39.00185063,-95.78791088,0.0,81.92926218,81.92926218,487.632963,-88.3955084735,-1.54279266684,-88.3955084735
941.0,KS,Sheridan County,0.778,1186,126,50,1362,87.1,9.3,3.7,3007.0,2538.0,39.448069,-100.5041175,237.1145043,237.1145043,237.1145043,787.0173439,38.9221797183,-0.679320188137,-38.9221797183
942.0,KS,Sherman County,0.671,2043,340,154,2537,80.5,13.4,6.1,2751.0,6113.0,39.36329967,-101.753472,143.828192,143.828192,143.828192,827.2344125,47.8557077295,-0.835239665751,-47.8557077295
943.0,KS,Smith County,0.666,1635,295,84,2014,81.2,14.6,4.1,2925.0,3765.0,39.76311567,-98.7628485,207.6029922,256.608749,256.608749,723.9545846,-48.2409115318,-0.841962740393,-48.2409115318
944.0,KS,Stafford County,0.627,1485,303,96,1884,78.8,16.1,5.1,2878.0,4358.0,38.03683425,-98.78993275,124.0919699,124.0919699,124.0919699,590.6710753,51.1708668386,-0.893100107433,-51.1708668386
945.0,KS,Stanton County,0.604,580,132,30,742,78.2,17.8,4.1,3039.0,2175.0,37.54964,-101.806292,138.5556223,138.5556223,138.5556223,665.2113123,-52.843083081,0.922285786669,52.843083081
946.0,KS,Stevens County,0.728,1564,215,74,1853,84.4,11.6,3.9,2787.0,5756.0,37.2842345,-101.243794,194.9608291,194.9608291,194.9608291,611.0070004,-43.2810120024,0.755396163037,43.2810120024
947.0,KS,Sumner County,0.506,6844,2039,611,9494,72.1,21.5,6.4,1657.0,23674.0,37.2687135,-97.50638067,47.45130137,47.45130137,47.45130137,489.0840172,59.6022428855,-1.04025537993,-59.6022428855
948.0,KS,Thomas County,0.679,2832,467,184,3483,81.3,13.4,5.3,2602.0,7941.0,39.4048238,-101.0335938,195.2260711,195.2260711,195.2260711,801.6363375,47.2344511476,0.824396692898,47.2344511476
949.0,KS,Trego County,0.698,1211,193,55,1459,83.0,13.2,3.8,2980.0,2986.0,38.967576,-99.880507,255.4102279,255.4102279,255.4102279,717.6205292,45.7332368485,-0.7981955606,-45.7332368485
950.0,KS,Wabaunsee County,0.475,2358,773,209,3340,70.6,23.1,6.3,2679.0,7039.0,38.95146286,-96.19131614,35.40172417,116.0244567,116.0244567,522.3078297,-61.6406499718,-1.07583229508,-61.6406499718
951.0,KS,Wallace County,0.855,711,45,23,779,91.3,5.8,2.9,3082.0,1517.0,38.9052315,-101.7558215,113.3636409,113.3636409,113.3636409,784.0701264,-31.2402652162,0.545245487219,31.2402652162
952.0,KS,Washington County,0.657,2136,378,163,2677,79.8,14.1,6.1,2786.0,5758.0,39.77024173,-97.08130009,112.319857,184.2359969,184.2359969,608.1892748,48.9285249172,0.85396385795,48.9285249172
953.0,KS,Wichita County,0.67,765,139,30,934,81.9,14.9,3.2,3031.0,2256.0,38.480788,-101.288491,141.9765472,141.9765472,141.9765472,722.5404595,-47.9329351975,0.836587539342,47.9329351975
954.0,KS,Wilson County,0.631,2747,550,185,3482,78.9,15.8,5.3,2510.0,9105.0,37.573111,-95.73825986,130.8004613,151.4817654,151.4817654,538.8024744,50.8760606835,0.887954769371,50.8760606835
955.0,KS,Woodson County,0.559,1063,270,87,1420,74.9,19.0,6.1,2956.0,3278.0,37.90297525,-95.70097775,117.4360971,130.5679559,130.5679559,488.7349089,56.013330744,-0.977617046491,-56.013330744
956.0,KS,Wyandotte County,-0.291,15520,29346,2601,47467,32.7,61.8,5.4,396.0,159129.0,39.08158167,-94.70586433,0.0,26.53075323,26.53075323,394.9119819,-106.917834046,1.8660682332,106.917834046
957.0,KY,Adair County,0.645,6637,1323,271,8231,80.6,16.1,3.2,1889.0,18675.0,37.08427963,-85.33527375,88.59654677,127.8285227,131.228272,388.7531221,-49.8343245307,-0.869773043568,-49.8343245307
958.0,KY,Allen County,0.632,6466,1349,276,8091,79.9,16.7,3.5,1831.0,20210.0,36.73099025,-86.14662375,33.67152747,79.97623017,79.97623017,414.4907183,-50.8021664689,0.886665072029,50.8021664689
959.0,KY,Anderson County,0.491,8242,2634,544,11420,72.2,23.1,4.8,1742.0,21728.0,38.006484,-84.979923,43.38656872,43.38656872,63.13954087,287.2779216,60.5936701149,1.05755904937,60.5936701149
960.0,KY,Ballard County,0.572,3161,816,124,4101,77.1,19.9,3.1,2579.0,8333.0,37.07140267,-88.93260233,153.4841138,205.6057087,205.6057087,205.6057087,-55.1101900814,-0.96185426832,-55.1101900814
961.0,KY,Barren County,0.498,13483,4275,725,18483,72.9,23.1,4.0,1119.0,42631.0,36.9372635,-85.91937488,42.4649085,110.5339382,110.5339382,420.6948308,60.132230957,-1.04950541677,-60.132230957
962.0,KY,Bath County,0.375,3082,1361,140,4583,67.2,29.7,3.0,2310.0,11802.0,38.130183,-83.7497204,65.8253157,65.8253157,138.0972021,221.3399708,-67.975687163,-1.1863995523,-67.975687163
963.0,KY,Bell County,0.622,7764,1720,234,9718,79.9,17.7,2.4,1485.0,28183.0,36.7173105,-83.702144,74.93003191,74.93003191,240.5729397,365.2887266,51.5376673836,-0.899501984642,-51.5376673836
964.0,KY,Boone County,0.418,39082,15026,3462,57570,67.9,26.1,6.0,496.0,123316.0,38.96153414,-84.73933771,0.0,25.16961168,25.16961168,198.1607654,-65.2916166231,-1.13955368402,-65.2916166231
965.0,KY,Bourbon County,0.316,5569,2791,435,8795,63.3,31.7,4.9,1841.0,19978.0,38.21999333,-84.15746667,36.59948036,36.59948036,112.8553863,227.0806524,71.5788065678,-1.24928584926,-71.5788065678
966.0,KY,Boyd County,0.37,13591,6021,842,20454,66.4,29.4,4.1,997.0,49164.0,38.36373233,-82.68713767,104.2447116,162.2304468,182.4973959,182.4973959,68.2843827167,1.1917873061,68.2843827167
967.0,KY,Boyle County,0.29,8040,4281,617,12938,62.1,33.1,4.8,1461.0,28658.0,37.6059286,-84.9093046,58.88593184,58.88593184,95.19910496,319.6418852,73.1420439775,-1.27656948905,-73.1420439775
968.0,KY,Bracken County,0.569,2711,705,111,3527,76.9,20.0,3.1,2564.0,8494.0,38.690613,-84.061536,37.80852817,72.01650543,72.01650543,178.2624541,-55.3194778866,-0.965507029606,-55.3194778866
969.0,KY,Breathitt County,0.428,3991,1537,207,5735,69.6,26.8,3.5,2205.0,13635.0,37.51195267,-83.31158722,117.6731662,117.6731662,216.7157704,279.0571375,-64.6592980761,-1.12851764346,-64.6592980761
970.0,KY,Breckinridge County,0.516,6484,1960,327,8771,73.9,22.3,3.7,1837.0,20071.0,37.7632681,-86.3840757,34.86957316,84.57904801,84.57904801,347.1990716,-58.9356801717,1.0286216659,58.9356801717
971.0,KY,Bullitt County,0.498,26210,8255,1589,36054,72.7,22.9,4.4,721.0,75896.0,37.9791102,-85.6769966,29.44663076,29.44663076,29.44663076,331.1180158,60.132230957,1.04950541677,60.132230957
972.0,KY,Butler County,0.624,4428,947,201,5576,79.4,17.0,3.6,2250.0,12840.0,37.22332,-86.70875822,40.43862271,112.6035619,112.6035619,343.8128742,51.3911723046,0.896945163175,51.3911723046
973.0,KY,Caldwell County,0.543,4507,1260,208,5975,75.4,21.1,3.5,2247.0,12935.0,37.1708895,-87.926819,93.94634555,149.015627,149.015627,256.8571115,-57.1119036897,-0.996790761467,-57.1119036897
974.0,KY,Calloway County,0.35,10367,4749,929,16045,64.6,29.6,5.8,1228.0,37655.0,36.63919443,-88.25519957,79.29843184,142.0864774,142.0864774,279.5020522,69.5126848853,1.21322522315,69.5126848853
975.0,KY,Campbell County,0.245,25050,14658,2781,42489,59.0,34.5,6.5,633.0,90908.0,39.02043875,-84.40494563,12.885005,25.02236021,25.02236021,171.311864,-75.8181662714,-1.32327663426,-75.8181662714
976.0,KY,Carlisle County,0.639,2094,432,75,2601,80.5,16.6,2.9,2835.0,5034.0,36.84246667,-89.00404167,149.8454605,201.2759139,201.2759139,224.4927096,50.2827076278,0.877598804922,50.2827076278
977.0,KY,Carroll County,0.384,2588,1106,161,3855,67.1,28.7,4.2,2367.0,10900.0,38.66926425,-85.04988175,42.19171746,66.73626468,66.73626468,239.3265267,67.4183269374,-1.17667178124,-67.4183269374
978.0,KY,Carter County,0.516,7587,2276,411,10274,73.8,22.2,4.1,1517.0,27348.0,38.29116356,-83.08289322,124.0702761,126.7005085,165.5785546,190.797829,58.9356801717,-1.0286216659,-58.9356801717
979.0,KY,Casey County,0.732,5482,767,190,6439,85.1,11.9,2.9,2041.0,16082.0,37.258536,-84.89102167,91.42254034,91.42254034,127.3738621,351.78134,42.9456758079,0.749543442343,42.9456758079
980.0,KY,Christian County,0.314,14108,7188,787,22083,63.9,32.5,3.5,726.0,75427.0,36.82137411,-87.50923078,43.85815922,95.29816301,95.29816301,310.3155574,71.6995447333,-1.25139312778,-71.6995447333
981.0,KY,Clark County,0.371,10710,4706,786,16202,66.1,29.0,4.9,1282.0,35787.0,37.966709,-84.159245,29.23750325,29.23750325,133.016521,252.1018025,68.2226969061,-1.1907106856,-68.2226969061
982.0,KY,Clay County,0.755,5861,752,152,6765,86.6,11.1,2.2,1751.0,21556.0,37.149394,-83.7581435,115.7542845,115.7542845,205.224238,325.98265,-40.9746302294,0.715142207291,40.9746302294
983.0,KY,Clinton County,0.731,3809,547,102,4458,85.4,12.3,2.2,2417.0,10285.0,36.748735,-85.1586605,112.734991,136.2160306,155.6925558,412.8306864,-43.0297067849,-0.751010059564,-43.0297067849
984.0,KY,Crittenden County,0.662,3290,617,130,4037,81.5,15.3,3.2,2495.0,9280.0,37.31285,-88.149208,90.61211547,174.1188048,174.1188048,231.6122872,-48.5474168871,-0.847312268019,-48.5474168871
985.0,KY,Cumberland County,0.666,2502,459,105,3066,81.6,15.0,3.5,2698.0,6819.0,36.8282394,-85.4460132,85.85785744,136.4554144,136.4554144,418.0400471,-48.2409115318,0.841962740393,48.2409115318
986.0,KY,Daviess County,0.322,28907,14163,2711,45781,63.1,30.9,6.0,599.0,97847.0,37.72332633,-87.08214167,51.94705534,139.5605729,139.5605729,290.5421483,71.216080389,1.24295508315,71.216080389
987.0,KY,Edmonson County,0.602,4135,979,127,5241,78.9,18.7,2.4,2294.0,12071.0,37.23051529,-86.26286229,32.32608416,121.7783816,121.7783816,378.7961865,-52.9867282162,0.924792867232,52.9867282162
988.0,KY,Elliott County,0.442,2000,740,115,2855,70.1,25.9,4.0,2618.0,7780.0,38.131568,-83.079708,124.0534585,124.0534585,176.9094884,208.4129618,-63.7684412103,-1.11296925798,-63.7684412103
989.0,KY,Estill County,0.564,4236,1108,201,5545,76.4,20.0,3.5,2140.0,14493.0,37.709292,-83.96152767,57.39577112,57.39577112,158.5036847,271.6096571,55.6671216934,0.971574558658,55.6671216934
990.0,KY,Fayette County,-0.094,56890,69776,9573,136239,41.8,51.2,7.0,211.0,305489.0,38.016674,-84.486043,0.0,0.0,103.821126,261.1605757,-95.3937664713,-1.6649353108,-95.3937664713
991.0,KY,Fleming County,0.54,4722,1348,187,6257,75.5,21.5,2.9,2136.0,14560.0,38.341213,-83.67842033,79.40411365,79.40411365,123.2002103,197.2016622,57.3163611537,1.00035921739,57.3163611537
992.0,KY,Floyd County,0.482,11993,4015,532,16540,72.5,24.3,3.2,1197.0,38949.0,37.49810018,-82.73122764,116.0556094,164.9970987,248.4712719,259.1265019,61.1838931672,-1.06786038496,-61.1838931672
993.0,KY,Franklin County,0.046,11819,10717,1324,23860,49.5,44.9,5.5,984.0,49804.0,38.228115,-84.869708,41.01970366,41.01970366,67.03766323,262.1885816,87.3634637659,-1.52478008866,-87.3634637659
994.0,KY,Fulton County,0.325,1549,774,59,2382,65.0,32.5,2.5,2720.0,6525.0,36.547805,-89.144572,156.2236217,166.2605034,166.2605034,249.0873569,-71.0344250112,-1.23978459871,-71.0344250112
995.0,KY,Gallatin County,0.508,2443,749,145,3337,73.2,22.4,4.3,2566.0,8479.0,38.74213267,-84.859701,26.50280921,51.67206249,51.67206249,221.4027115,59.4692976613,-1.03793504804,-59.4692976613
996.0,KY,Garrard County,0.584,5904,1453,262,7619,77.5,19.1,3.5,1989.0,16913.0,37.64273533,-84.518918,41.60545377,41.60545377,118.5613536,298.5471784,54.2676240296,0.947148716551,54.2676240296
997.0,KY,Grant County,0.561,7268,1910,378,9556,76.1,20.0,4.0,1621.0,24485.0,38.65348933,-84.63200917,35.44459043,57.24611374,57.24611374,213.4154515,-55.8750173493,0.975203022354,55.8750173493
998.0,KY,Graves County,0.565,12671,3308,613,16592,76.4,19.9,3.8,1230.0,37544.0,36.75189392,-88.6670345,118.1435665,180.9567599,180.9567599,248.2228288,-55.5977086905,-0.970363073214,-55.5977086905
999.0,KY,Grayson County,0.592,8219,1959,394,10572,77.7,18.5,3.7,1565.0,25964.0,37.46913383,-86.34566983,38.14825128,106.1805883,106.1805883,361.4028142,-53.7009369134,-0.937258160545,-53.7009369134
1000.0,KY,Green County,0.664,4372,832,129,5333,82.0,15.6,2.5,2338.0,11315.0,37.3153435,-85.5666885,55.81234909,103.0657161,103.0657161,379.587862,-48.3943462161,-0.844640680821,-48.3943462161
1001.0,KY,Greenup County,0.455,11546,4146,581,16273,71.0,25.5,3.6,1255.0,36707.0,38.58096857,-82.83541171,121.3010742,157.3867161,157.7411989,157.7411989,-62.9350657712,-1.09842411267,-62.9350657712
1002.0,KY,Hancock County,0.359,2788,1244,261,4293,64.9,29.0,6.0,2552.0,8677.0,37.827685,-86.80275125,69.74167602,112.3583276,112.3583276,309.8821832,68.9612046995,1.20360007815,68.9612046995
1003.0,KY,Hardin County,0.302,26970,13944,2227,43141,62.5,32.3,5.2,556.0,107025.0,37.67853823,-86.00322415,0.0,70.44237292,70.44237292,374.9523726,-72.4222325668,1.26400640993,72.4222325668
1004.0,KY,Harlan County,0.721,9129,1372,256,10757,84.9,12.8,2.4,1466.0,28543.0,36.86412365,-83.22605346,88.72321495,107.6528132,262.1198396,319.7797637,-43.8628958798,-0.765551952562,-43.8628958798
1005.0,KY,Harrison County,0.438,5435,2031,314,7780,69.9,26.1,4.1,1892.0,18624.0,38.399515,-84.335117,44.50392624,44.50392624,89.00337962,218.4117265,64.0236572597,-1.11742361835,-64.0236572597
1006.0,KY,Hart County,0.494,5320,1730,213,7263,73.2,23.8,2.8,1904.0,18366.0,37.2696775,-85.86758333,46.93743437,109.8820722,109.8820722,400.2009501,60.3961691983,1.0541120081,60.3961691983
1007.0,KY,Henderson County,0.277,12159,6707,839,19705,61.7,34.0,4.3,1040.0,46513.0,37.79486757,-87.59365286,21.41776986,178.9970746,178.9970746,245.7900193,73.9187633698,1.29012579981,73.9187633698
1008.0,KY,Henry County,0.436,4944,1828,373,7145,69.2,25.6,5.1,2087.0,15318.0,38.45870491,-85.142894,45.77324346,49.28198641,49.28198641,260.6398607,-64.151057486,1.11964717177,64.151057486
1009.0,KY,Hickman County,0.56,1657,449,51,2157,76.8,20.8,2.4,2856.0,4754.0,36.7067435,-89.040687,149.3410051,186.1254732,186.1254732,236.5538986,55.9442022574,-0.976410526794,-55.9442022574
1010.0,KY,Hopkins County,0.539,15277,4310,754,20341,75.1,21.2,3.7,1035.0,46718.0,37.2768324,-87.5293528,78.89241088,136.8084332,136.8084332,278.1589362,57.3844095705,-1.00154688632,-57.3844095705
1011.0,KY,Jackson County,0.801,4889,482,129,5500,88.9,8.8,2.4,2222.0,13331.0,37.40696186,-83.99011571,80.5710722,80.5710722,171.9669543,304.1247472,36.7742982958,-0.641832585373,-36.7742982958
1012.0,KY,Jefferson County,-0.134,143758,190824,18352,352934,40.7,54.1,5.2,78.0,750828.0,38.24233463,-85.63519488,0.0,0.0,0.0,308.8927152,97.7007987199,1.70520061949,97.7007987199
1013.0,KY,Jessamine County,0.4,15474,6144,1688,23306,66.4,26.4,7.3,988.0,49635.0,37.89227267,-84.63591433,19.08283035,19.08283035,95.91148725,279.8713905,66.4218215218,1.15927948073,66.4218215218
1014.0,KY,Johnson County,0.709,8043,1250,279,9572,84.0,13.1,2.9,1669.0,23383.0,37.8364617,-82.812871,125.3402205,148.4568132,216.3167158,240.4041549,-44.846389279,0.78271715055,44.846389279
1015.0,KY,Kenton County,0.26,42958,24213,4776,71947,59.7,33.7,6.7,388.0,161711.0,38.97419583,-84.54136717,0.0,22.7443734,22.7443734,183.7007397,74.9299378551,1.30777412389,74.9299378551
1016.0,KY,Knott County,0.54,4357,1245,161,5763,75.6,21.6,2.8,2037.0,16124.0,37.33237,-82.92964967,106.1728197,156.9071546,252.020055,279.7721825,57.3163611537,-1.00035921739,-57.3163611537
1017.0,KY,Knox County,0.676,9885,1761,366,12012,82.3,14.7,3.0,1396.0,31735.0,36.8732146,-83.859691,90.1623251,90.1623251,218.3977712,357.8982403,47.4681458301,0.828475434552,47.4681458301
1018.0,KY,LaRue County,0.553,4799,1278,290,6367,75.4,20.1,4.5,2165.0,14151.0,37.4944595,-85.67420175,35.52341603,83.08056779,83.08056779,370.0857854,-56.4269300584,0.984835716311,56.4269300584
1019.0,KY,Laurel County,0.691,20592,3440,792,24824,83.0,13.9,3.3,870.0,59462.0,37.12445867,-84.10812017,104.5019172,104.5019172,183.1302715,337.1786877,46.2906802505,-0.807924783359,-46.2906802505
1020.0,KY,Lawrence County,0.624,4816,1045,181,6042,79.7,17.3,3.0,2053.0,15848.0,38.122912,-82.74426233,110.4039491,153.2917186,200.5407712,208.8349439,51.3911723046,0.896945163175,51.3911723046
1021.0,KY,Lee County,0.641,2151,444,72,2667,80.7,16.6,2.7,2626.0,7706.0,37.59794333,-83.68926783,84.16131074,84.16131074,185.4433615,276.2126748,-50.1335725409,0.874995906627,50.1335725409
1022.0,KY,Leslie County,0.805,4015,400,77,4492,89.4,8.9,1.7,2349.0,11170.0,37.09108894,-83.40071711,115.002334,122.709099,234.9200913,326.4093664,-36.3897446775,-0.635120858583,-36.3897446775
1023.0,KY,Letcher County,0.629,7293,1542,299,9134,79.8,16.9,3.2,1646.0,23952.0,37.14102654,-82.82339492,83.08683755,153.7549409,274.6131635,275.9683118,-51.0236171751,0.890530115983,51.0236171751
1024.0,KY,Lewis County,0.676,4363,785,150,5298,82.4,14.8,2.8,2185.0,13835.0,38.531584,-83.32240067,90.98437453,116.767169,133.2011127,167.8549829,47.4681458301,-0.828475434552,-47.4681458301
1025.0,KY,Lincoln County,0.572,7338,1865,358,9561,76.7,19.5,3.9,1626.0,24461.0,37.43061117,-84.66411,66.9153334,66.9153334,124.1934404,325.3597035,55.1101900814,-0.96185426832,-55.1101900814
1026.0,KY,Livingston County,0.578,3570,887,186,4643,76.9,19.1,4.0,2479.0,9423.0,37.17850986,-88.35072157,113.1662363,178.0523363,178.0523363,228.5509089,54.6900041048,-0.954520639558,-54.6900041048
1027.0,KY,Logan County,0.461,7778,2755,366,10899,71.4,25.3,3.3,1541.0,26646.0,36.83149683,-86.85030717,42.96007707,69.46219643,69.46219643,355.9156947,62.5483454815,-1.09167457033,-62.5483454815
1028.0,KY,Lyon County,0.44,2789,1045,127,3961,70.4,26.4,3.3,2574.0,8351.0,37.059111,-88.084921,92.020449,151.2375098,151.2375098,254.6689975,63.8961188627,-1.1151976534,-63.8961188627
1032.0,KY,Madison County,0.312,23431,11793,2112,37336,62.8,31.6,5.6,664.0,84786.0,36.91463425,-88.31245575,96.904629,159.278507,159.278507,252.459664,71.8201988106,1.25349893868,71.8201988106
1033.0,KY,Magoffin County,0.518,3824,1172,120,5116,74.7,22.9,2.4,2238.0,13041.0,37.8154896,-82.5707686,107.2467133,169.8855704,233.6822423,241.9151913,58.8018091804,-1.02628517633,-58.8018091804
1034.0,KY,Marion County,0.302,5122,2679,308,8109,63.2,33.0,3.8,1836.0,20090.0,38.6363162,-83.8580048,50.27612196,88.01534137,88.849719,173.9836164,72.4222325668,1.26400640993,72.4222325668
1035.0,KY,Marshall County,0.518,12322,3672,694,16688,73.8,22.0,4.2,1406.0,31344.0,37.057252,-88.7617765,139.3421658,202.0279976,202.0279976,215.3645563,-58.8018091804,-1.02628517633,-58.8018091804
1036.0,KY,Martin County,0.794,3503,363,87,3953,88.6,9.2,2.2,2257.0,12743.0,36.749504,-84.4850605,92.63102158,92.63102158,194.4066313,387.658862,-37.4390950893,-0.653435478276,-37.4390950893
1037.0,KY,Mason County,0.412,4944,1970,302,7216,68.5,27.3,4.2,1951.0,17512.0,37.52118817,-87.25301783,58.75211334,151.984855,151.984855,285.8116386,65.6694662589,-1.14614840425,-65.6694662589
1029.0,KY,McCracken County,0.372,20774,9134,1386,31294,66.4,29.2,4.4,806.0,65549.0,37.69168633,-84.22566333,42.73467498,42.73467498,138.1151989,282.2267581,68.1609845516,1.18963360183,68.1609845516
1030.0,KY,McCreary County,0.753,5012,664,100,5776,86.8,11.5,1.7,1917.0,18069.0,37.6945922,-83.016586,134.167191,134.167191,215.5103039,256.4309385,-41.1490802845,0.718186935132,41.1490802845
1031.0,KY,McLean County,0.524,3381,988,197,4566,74.0,21.6,4.3,2472.0,9506.0,37.58214988,-85.30877125,62.22675763,78.69857737,78.69857737,342.2021655,58.399051888,1.01925573549,58.399051888
1038.0,KY,Meade County,0.461,8660,3026,543,12229,70.8,24.7,4.4,1444.0,29237.0,37.97238771,-86.23939614,38.67929304,60.87567219,60.87567219,353.390414,62.5483454815,1.09167457033,62.5483454815
